nome_cliente,status_conta,duracao_meses,historico_credito,finalidade,valor,poupanca,tempo_emprego,taxa_parcela,estado_civil_sexo,outros_devedores,tempo_residencia,propriedade,idade,outros_planos,moradia,num_creditos,trabalho,dependentes,telefone,trabalhador_estrangeiro,risco_credito
José Morais Barbosa,Saldo entre R$500 e R$1000,10,existing credits paid back duly till now,Eletrônicos,3802,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,2,car or other,31,none,Própria,1,Emprego não qualificado,1,no,yes,1
Rafael Teixeira Silva,Saldo entre R$500 e R$1000,24,critical account/other credits existing,Educação,14357,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,unknown/no property,24,none,Cedida,2,Emprego qualificado,1,yes,yes,1
Lucas Carvalho Siqueira,Saldo < R$500,21,existing credits paid back duly till now,Eletrônicos,8997,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,car or other,26,none,Alugada,1,Emprego não qualificado,1,no,yes,1
Enzo Sales Costa,Saldo entre R$500 e R$1000,18,existing credits paid back duly till now,Eletrodomésticos,8032,500 <= ... < 1000 DM,... < 1 year,1,male : married/widowed,none,3,real estate,25,none,Alugada,1,Emprego qualificado,1,no,yes,1
Tomás Oliveira Neves,Saldo entre R$500 e R$1000,18,existing credits paid back duly till now,Outros,11097,... < 100 DM,... >= 7 years,1,male : single,co-applicant,1,real estate,33,bank,Própria,1,Outros,1,yes,yes,1
Pedro Britto Gomes,Outros,10,existing credits paid back duly till now,Carro novo,9872,... < 100 DM,... < 1 year,1,male : single,guarantor,1,building society savings agreement/life insurance,37,none,Própria,1,Emprego não qualificado,2,no,yes,1
Carlos Nascimento Gomes,Sem conta corrente,15,critical account/other credits existing,Eletrodomésticos,3647,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,43,none,Própria,1,Emprego não qualificado,1,no,yes,1
Sérgio Santos Martins,Saldo entre R$500 e R$1000,13,critical account/other credits existing,Eletrodomésticos,2205,... < 100 DM,... < 1 year,4,male : single,guarantor,4,real estate,23,none,Própria,2,Emprego qualificado,1,no,yes,1
Benjamin Santos Bastos,Saldo entre R$500 e R$1000,24,existing credits paid back duly till now,Eletrodomésticos,9395,500 <= ... < 1000 DM,unemployed,1,female : divorced/separated/married,none,4,unknown/no property,23,none,Alugada,1,Outros,1,no,yes,1
Ryan Guimarães Pacheco,Sem conta corrente,6,delay in paying off in the past,Outros,4357,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,none,2,real estate,34,none,Própria,2,Emprego não qualificado,1,no,yes,1
Daniel Lima Sampaio,Saldo entre R$500 e R$1000,9,critical account/other credits existing,Educação,2840,... >= 1000 DM,... >= 7 years,4,male : single,none,3,unknown/no property,32,none,Cedida,2,Emprego qualificado,2,no,yes,0
Mateus Andrade Peixoto,Sem conta corrente,9,existing credits paid back duly till now,Outros,3090,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,4,real estate,23,none,Alugada,1,Emprego qualificado,1,yes,yes,1
Heitor Lobato Macedo,Saldo entre R$500 e R$1000,9,existing credits paid back duly till now,Eletrônicos,2397,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,car or other,29,none,Própria,1,Emprego qualificado,1,no,no,0
Marcelo Farias Mello,Sem conta corrente,18,critical account/other credits existing,Carro usado,8072,unknown/no savings account,unemployed,2,male : single,none,4,unknown/no property,38,none,Própria,1,Outros,1,yes,yes,1
Yuri Britto Veloso,Saldo < R$500,12,no credits taken/all credits paid back duly,Eletrodomésticos,15497,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,28,none,Alugada,2,Emprego qualificado,1,yes,yes,0
Kaique Lima Coelho,Sem conta corrente,10,existing credits paid back duly till now,Educação,1817,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,unknown/no property,46,none,Cedida,1,Emprego qualificado,1,yes,yes,1
Vicente Neto Cruz,Saldo entre R$500 e R$1000,24,existing credits paid back duly till now,Carro novo,3115,... < 100 DM,... < 1 year,4,male : single,none,2,real estate,23,stores,Própria,1,Emprego não qualificado,1,no,yes,0
João Araújo Siqueira,Sem conta corrente,12,critical account/other credits existing,Eletrodomésticos,5827,unknown/no savings account,... >= 7 years,1,male : single,co-applicant,4,real estate,49,none,Própria,1,Emprego qualificado,1,yes,yes,1
Thiago Fogaça Siqueira,Sem conta corrente,36,delay in paying off in the past,Eletrodomésticos,11157,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,26,none,Própria,2,Outros,1,yes,yes,0
Lucca Costa Carvalho,Sem conta corrente,12,existing credits paid back duly till now,Eletrodomésticos,1940,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,28,none,Própria,1,Emprego qualificado,1,no,yes,1
Yuri Freitas Cruz,Saldo < R$500,30,existing credits paid back duly till now,Eletrônicos,6015,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,Alugada,1,Emprego qualificado,1,no,yes,0
Antônio Sales Rodrigues,Saldo entre R$500 e R$1000,18,existing credits paid back duly till now,Educação,3097,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,61,none,Cedida,1,Emprego qualificado,1,no,yes,1
Francisco Veloso Nunes,Outros,12,existing credits paid back duly till now,Eletrodomésticos,8497,unknown/no savings account,... >= 7 years,2,male : single,none,3,car or other,37,none,Própria,1,Outros,1,no,yes,1
Augusto Souza Fonseca,Outros,12,delay in paying off in the past,Carro novo,5617,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,car or other,36,stores,Própria,2,Emprego qualificado,1,yes,yes,1
Igor Fonseca Fernandes,Sem conta corrente,6,existing credits paid back duly till now,Eletrônicos,4415,... < 100 DM,1 <= ... < 4 years,1,male : married/widowed,none,2,building society savings agreement/life insurance,21,none,Alugada,1,Emprego qualificado,1,no,yes,1
Benjamin Cunha Moraes,Saldo < R$500,18,existing credits paid back duly till now,Eletrônicos,6182,... < 100 DM,unemployed,4,male : single,none,1,car or other,25,none,Própria,1,Outros,1,no,yes,0
Gustavo Pinto Cavalcanti,Sem conta corrente,12,existing credits paid back duly till now,Outros,3855,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,car or other,36,none,Própria,1,Emprego qualificado,1,yes,yes,1
Enzo Morais Nascimento,Sem conta corrente,18,critical account/other credits existing,Carro usado,9625,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,car or other,27,none,Própria,2,Emprego qualificado,1,no,yes,1
Breno Almeida Morais,Saldo < R$500,18,existing credits paid back duly till now,Eletrônicos,9125,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,4,car or other,22,none,Alugada,1,Emprego qualificado,1,no,yes,1
Vinícius Soares Morais,Saldo < R$500,36,existing credits paid back duly till now,Eletrônicos,8615,... < 100 DM,... >= 7 years,4,male : single,none,2,car or other,42,none,Própria,1,Emprego qualificado,2,no,yes,0
Ícaro Veloso Leite,Saldo entre R$500 e R$1000,18,existing credits paid back duly till now,Eletrônicos,7502,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,real estate,40,none,Alugada,1,Emprego qualificado,1,no,yes,1
Cláudio Moraes Cavalcanti,Sem conta corrente,36,existing credits paid back duly till now,Carro novo,7697,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,Própria,1,Emprego qualificado,1,no,yes,1
Dylan Ferreira Paiva,Sem conta corrente,18,critical account/other credits existing,Eletrodomésticos,15175,... < 100 DM,... >= 7 years,3,male : single,none,4,car or other,33,none,Própria,2,Emprego qualificado,1,yes,yes,1
Lucas Cavalcanti Cunha,Sem conta corrente,10,critical account/other credits existing,Eletrônicos,5365,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,3,real estate,23,none,Alugada,2,Emprego qualificado,1,no,yes,1
Igor Siqueira Almeida,Sem conta corrente,60,critical account/other credits existing,Carro novo,34390,unknown/no savings account,... >= 7 years,2,male : single,none,4,unknown/no property,63,bank,Cedida,1,Outros,1,yes,yes,1
Alexandre Neves Lobato,Saldo entre R$500 e R$1000,60,all credits at this bank paid back duly,Outros,36955,100 <= ... < 500 DM,... >= 7 years,3,female : divorced/separated/married,none,4,unknown/no property,60,bank,Cedida,2,Outros,1,yes,yes,0
Guilherme Reis Mendes,Saldo < R$500,48,all credits at this bank paid back duly,Outros,19212,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,guarantor,4,car or other,37,none,Alugada,1,Emprego qualificado,1,no,yes,0
Enzo Aguiar Morais,Sem conta corrente,18,delay in paying off in the past,Eletrodomésticos,5800,... < 100 DM,unemployed,2,male : married/widowed,none,3,real estate,34,none,Própria,2,Emprego qualificado,1,no,yes,1
Guilherme Franco Neves,Sem conta corrente,7,delay in paying off in the past,Eletrodomésticos,2115,unknown/no savings account,... >= 7 years,3,male : single,none,4,unknown/no property,36,none,Cedida,1,Emprego qualificado,1,no,yes,1
Noah Carneiro Fraga,Saldo entre R$500 e R$1000,36,existing credits paid back duly till now,Carro novo,35795,... < 100 DM,... >= 7 years,4,male : single,none,2,unknown/no property,57,none,Cedida,1,Outros,1,yes,yes,0
Paulo Rodrigues Queiroz,Sem conta corrente,6,critical account/other credits existing,Carro novo,905,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,52,none,Própria,2,Emprego não qualificado,1,no,yes,1
Enzo Martins Cardoso,Saldo < R$500,20,existing credits paid back duly till now,Eletrônicos,5530,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,car or other,39,none,Própria,1,Emprego qualificado,1,yes,yes,1
Jorge Novaes Cavalcante,Saldo entre R$500 e R$1000,18,existing credits paid back duly till now,Carro usado,32440,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown/no property,38,none,Cedida,1,Outros,1,yes,yes,0
Wagner Henrique Almeida,Sem conta corrente,22,existing credits paid back duly till now,Carro novo,3207,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,25,none,Alugada,1,Emprego qualificado,1,no,yes,1
Alexandre Pereira Rodrigues,Outros,12,existing credits paid back duly till now,Carro novo,3325,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,26,none,Própria,1,Emprego qualificado,1,no,yes,1
Alexandre Teixeira Duarte,Sem conta corrente,30,delay in paying off in the past,Outros,10680,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : single,none,2,building society savings agreement/life insurance,26,none,Própria,2,Emprego não qualificado,1,no,yes,1
Vicente Campos Santos,Sem conta corrente,18,critical account/other credits existing,Eletrodomésticos,5595,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,1,car or other,25,none,Própria,2,Emprego qualificado,1,no,yes,1
Guilherme Macedo Reis,Sem conta corrente,18,existing credits paid back duly till now,Eletrodomésticos,2815,unknown/no savings account,... < 1 year,4,female : divorced/separated/married,none,2,real estate,21,none,Alugada,1,Emprego qualificado,1,yes,yes,1
Lorenzo Nunes Braga,Saldo entre R$500 e R$1000,18,critical account/other credits existing,Eletrônicos,18435,... < 100 DM,unemployed,4,male : single,none,4,building society savings agreement/life insurance,40,stores,Própria,2,Outros,1,yes,yes,1
Guilherme Farias Barbosa,Saldo entre R$500 e R$1000,15,critical account/other credits existing,Outros,5815,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,none,4,car or other,27,bank,Própria,1,Emprego qualificado,1,no,yes,1
Gabriel Queiroz Peixoto,Sem conta corrente,9,existing credits paid back duly till now,Outros,3622,... < 100 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,car or other,27,none,Própria,2,Emprego qualificado,1,no,yes,1
Pedro Cunha Nascimento,Sem conta corrente,18,existing credits paid back duly till now,Carro novo,4550,... < 100 DM,1 <= ... < 4 years,2,male : married/widowed,none,2,building society savings agreement/life insurance,30,none,Própria,1,Outros,1,yes,yes,1
Jorge Goulart Bezerra,Saldo entre R$500 e R$1000,12,existing credits paid back duly till now,Eletrônicos,2457,... >= 1000 DM,... < 1 year,1,female : divorced/separated/married,none,4,real estate,19,none,Alugada,1,Emprego não qualificado,1,no,yes,1
Rafael Goulart Martins,Saldo < R$500,36,existing credits paid back duly till now,Carro novo,8122,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,unknown/no property,39,bank,Cedida,1,Outros,2,yes,yes,1
Augusto Matos Fonseca,Saldo < R$500,6,critical account/other credits existing,Eletrodomésticos,4892,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,4,car or other,31,none,Própria,1,Emprego qualificado,1,no,yes,1
Yuri Braga Amaral,Sem conta corrente,9,critical account/other credits existing,Eletrônicos,6015,... < 100 DM,unemployed,2,male : single,none,3,car or other,31,none,Própria,1,Outros,1,no,yes,1
Noah Rodrigues Sales,Saldo entre R$500 e R$1000,39,delay in paying off in the past,Educação,29400,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown/no property,32,none,Alugada,1,Emprego qualificado,1,yes,yes,1
Lucca Kruger Cardoso,Saldo < R$500,12,existing credits paid back duly till now,Eletrônicos,6445,... < 100 DM,unemployed,3,female : divorced/separated/married,none,4,unknown/no property,55,none,Cedida,1,Outros,1,no,yes,1
Luiz Cavalcanti Mendes,Saldo < R$500,36,critical account/other credits existing,Eletrônicos,5870,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,building society savings agreement/life insurance,46,none,Própria,2,Emprego qualificado,1,yes,yes,1
Theo Araújo Ramos,Saldo entre R$500 e R$1000,12,existing credits paid back duly till now,Carro novo,3057,... < 100 DM,... >= 7 years,1,male : divorced/separated,none,1,real estate,46,none,Alugada,2,Emprego qualificado,1,no,yes,0
Carlos Costa Nascimento,Sem conta corrente,24,critical account/other credits existing,Eletrodomésticos,3790,... >= 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,real estate,43,none,Própria,2,Emprego não qualificado,1,no,yes,1
João Bezerra Rocha,Sem conta corrente,18,existing credits paid back duly till now,Eletrodomésticos,3682,... < 100 DM,... < 1 year,3,male : married/widowed,none,4,real estate,39,none,Própria,1,Emprego qualificado,1,yes,yes,1
Lucas Reis Assis,Saldo entre R$500 e R$1000,18,critical account/other credits existing,Outros,4717,unknown/no savings account,1 <= ... < 4 years,4,male : married/widowed,none,4,real estate,28,bank,Própria,2,Emprego qualificado,1,no,yes,1
Luiz Aguiar Silva,Sem conta corrente,24,delay in paying off in the past,Outros,21620,... < 100 DM,... < 1 year,2,male : single,none,2,car or other,27,bank,Própria,2,Emprego qualificado,1,yes,yes,0
Breno Assis Franco,Sem conta corrente,14,delay in paying off in the past,Carro novo,2005,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,27,none,Própria,2,Emprego não qualificado,1,no,yes,1
Benjamin Almeida Rocha,Saldo entre R$500 e R$1000,18,delay in paying off in the past,Carro novo,7247,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,43,none,Própria,1,Emprego qualificado,2,no,yes,1
Jorge Pacheco Leite,Saldo entre R$500 e R$1000,24,existing credits paid back duly till now,Eletrodomésticos,5097,... < 100 DM,... < 1 year,1,male : married/widowed,none,1,building society savings agreement/life insurance,22,none,Própria,1,Emprego qualificado,1,yes,yes,0
Luiz Queiroz Dantas,Sem conta corrente,24,critical account/other credits existing,Carro usado,5492,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,car or other,43,none,Própria,2,Emprego qualificado,2,yes,yes,1
Nathan Nunes Ramos,Saldo < R$500,15,existing credits paid back duly till now,Eletrodomésticos,2632,... < 100 DM,... < 1 year,4,male : married/widowed,none,2,real estate,27,none,Própria,1,Emprego qualificado,1,no,no,1
Heitor Guimarães Moreira,Sem conta corrente,24,existing credits paid back duly till now,Eletrodomésticos,8087,500 <= ... < 1000 DM,... >= 7 years,3,male : divorced/separated,none,2,car or other,26,none,Própria,1,Outros,1,yes,yes,1
